survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone
0,2,male,27.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
1,2,male,19.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True
0,2,male,18.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
0,2,male,59.0,0,0,13.5,S,Second,man,True,,Southampton,no,True
0,2,male,24.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
0,2,male,44.0,1,0,26.0,S,Second,man,True,,Southampton,no,False
1,2,female,8.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False
0,2,male,19.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
0,2,male,33.0,0,0,12.275,S,Second,man,True,,Southampton,no,True
0,2,male,29.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
1,2,female,24.0,0,2,14.5,S,Second,woman,False,,Southampton,yes,False
0,2,male,54.0,1,0,26.0,S,Second,man,True,,Southampton,no,False
1,2,female,50.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False
0,2,male,36.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
1,2,female,41.0,0,1,19.5,S,Second,woman,False,,Southampton,yes,False
0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True
1,2,male,42.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True
0,2,male,36.0,0,0,12.875,C,Second,man,True,D,Cherbourg,no,True
1,2,female,,0,0,12.35,Q,Second,woman,False,E,Queenstown,yes,True
0,2,male,30.0,1,0,24.0,C,Second,man,True,,Cherbourg,no,False
0,2,female,26.0,1,1,26.0,S,Second,woman,False,,Southampton,no,False
0,2,male,43.0,1,1,26.25,S,Second,man,True,,Southampton,no,False
1,2,female,24.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False
0,2,male,54.0,0,0,14.0,S,Second,man,True,,Southampton,no,True
1,2,female,30.0,0,0,12.35,Q,Second,woman,False,,Queenstown,yes,True
1,2,female,22.0,1,1,29.0,S,Second,woman,False,,Southampton,yes,False
1,2,female,36.0,0,0,13.0,S,Second,woman,False,D,Southampton,yes,True
1,2,male,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False
0,2,male,28.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
0,2,male,36.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
1,2,female,24.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True
1,2,female,40.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True
0,2,female,38.0,0,0,13.0,S,Second,woman,False,,Southampton,no,True
0,2,male,29.0,1,0,27.7208,C,Second,man,True,,Cherbourg,no,False
0,2,male,18.0,0,0,73.5,S,Second,man,True,,Southampton,no,True
1,2,female,36.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True
1,2,female,17.0,0,0,12.0,C,Second,woman,False,,Cherbourg,yes,True
0,2,male,46.0,0,0,26.0,S,Second,man,True,,Southampton,no,True
0,2,male,23.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
1,2,female,28.0,0,0,12.65,S,Second,woman,False,,Southampton,yes,True
0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False
1,2,male,3.0,1,1,18.75,S,Second,child,False,,Southampton,yes,False
0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True
1,2,female,34.0,1,1,32.5,S,Second,woman,False,,Southampton,yes,False
1,2,female,18.0,0,2,13.0,S,Second,woman,False,,Southampton,yes,False
0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
1,2,female,28.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False
1,2,female,19.0,0,0,26.0,S,Second,woman,False,,Southampton,yes,True
1,2,female,42.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False
1,2,female,24.0,2,3,18.75,S,Second,woman,False,,Southampton,yes,False
0,2,male,31.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
1,2,female,45.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False
1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True
1,2,female,13.0,0,1,19.5,S,Second,child,False,,Southampton,yes,False
0,2,male,36.0,1,2,27.75,S,Second,man,True,,Southampton,no,False
1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True
0,2,male,48.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True
1,2,female,33.0,1,2,27.75,S,Second,woman,False,,Southampton,yes,False
1,2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True
0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False
0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True
1,2,female,33.0,0,2,26.0,S,Second,woman,False,,Southampton,yes,False
1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True
1,2,female,36.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False
1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True
0,2,male,23.0,2,1,11.5,S,Second,man,True,,Southampton,no,False
1,2,female,2.0,1,1,26.0,S,Second,child,False,,Southampton,yes,False
1,2,female,7.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False
1,2,male,32.0,1,0,26.0,S,Second,man,True,,Southampton,yes,False
1,2,female,19.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False
1,2,male,,0,0,13.8625,C,Second,man,True,,Cherbourg,yes,True
1,2,male,8.0,1,1,36.75,S,Second,child,False,,Southampton,yes,False
0,2,male,27.0,0,0,26.0,S,Second,man,True,,Southampton,no,True
0,2,male,28.0,0,0,13.5,S,Second,man,True,,Southampton,no,True
1,2,male,62.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True
1,2,female,34.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True
1,2,female,25.0,1,1,30.0,S,Second,woman,False,,Southampton,yes,False
0,2,male,54.0,0,0,26.0,S,Second,man,True,,Southampton,no,True
0,2,male,47.0,0,0,15.0,S,Second,man,True,,Southampton,no,True
0,2,male,37.0,1,0,26.0,S,Second,man,True,,Southampton,no,False
1,2,female,,0,0,33.0,S,Second,woman,False,,Southampton,yes,True
1,2,female,24.0,2,1,27.0,S,Second,woman,False,,Southampton,yes,False
1,2,female,22.0,1,2,41.5792,C,Second,woman,False,,Cherbourg,yes,False
1,2,female,24.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False
1,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False
0,2,male,26.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
0,2,male,57.0,0,0,12.35,Q,Second,man,True,,Queenstown,no,True
1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True
0,2,male,31.0,1,1,26.25,S,Second,man,True,,Southampton,no,False
1,2,female,18.0,0,1,23.0,S,Second,woman,False,,Southampton,yes,False
0,2,male,24.0,2,0,73.5,S,Second,man,True,,Southampton,no,False
0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
0,2,male,32.0,2,0,73.5,S,Second,man,True,,Southampton,no,False
0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
1,2,female,40.0,1,1,39.0,S,Second,woman,False,,Southampton,yes,False
0,2,male,70.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
1,2,male,31.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True
0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True
0,2,male,60.0,1,1,39.0,S,Second,man,True,,Southampton,no,False
0,2,male,25.0,1,2,41.5792,C,Second,man,True,,Cherbourg,no,False
0,2,male,52.0,0,0,13.5,S,Second,man,True,,Southampton,no,True
0,2,male,39.0,0,0,26.0,S,Second,man,True,,Southampton,no,True
1,2,female,45.0,0,0,13.5,S,Second,woman,False,,Southampton,yes,True
0,2,male,52.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True
1,2,female,6.0,0,1,33.0,S,Second,child,False,,Southampton,yes,False
0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
0,2,male,50.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
1,2,female,30.0,3,0,21.0,S,Second,woman,False,,Southampton,yes,False
0,2,male,25.0,1,0,26.0,S,Second,man,True,,Southampton,no,False
0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True
0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
1,2,female,30.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True
1,2,female,4.0,1,1,23.0,S,Second,child,False,,Southampton,yes,False
1,2,female,48.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False
1,2,male,0.67,1,1,14.5,S,Second,child,False,,Southampton,yes,False
0,2,male,18.0,0,0,11.5,S,Second,man,True,,Southampton,no,True
0,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True
1,2,female,54.0,1,3,23.0,S,Second,woman,False,,Southampton,yes,False
0,2,male,16.0,0,0,26.0,S,Second,man,True,,Southampton,no,True
0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
1,2,female,31.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False
0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
0,2,male,35.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
0,2,male,31.0,1,1,37.0042,C,Second,man,True,,Cherbourg,no,False
1,2,male,1.0,0,2,37.0042,C,Second,child,False,,Cherbourg,yes,False
1,2,male,0.83,1,1,18.75,S,Second,child,False,,Southampton,yes,False
0,2,male,16.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
0,2,male,28.0,0,1,33.0,S,Second,man,True,,Southampton,no,False
0,2,female,44.0,1,0,26.0,S,Second,woman,False,,Southampton,no,False
0,2,male,21.0,1,0,11.5,S,Second,man,True,,Southampton,no,False
0,2,male,24.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
1,2,female,42.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True
1,2,female,27.0,1,0,13.8583,C,Second,woman,False,,Cherbourg,yes,False
1,2,female,28.0,1,0,24.0,C,Second,woman,False,,Cherbourg,yes,False
1,2,female,25.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False
0,2,male,28.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
0,2,male,27.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
